State Residency When Elected,Presidential Party,Close-1,YearPres,President,Market,Date,MonthDay,Day,Close
New York,Republican,2292.560059,2017_Trump,Donald Trump,S&P 500,2/6/2017,2/6,Monday,2292.560059
New York,Republican,2293.080078,2017_Trump,Donald Trump,S&P 500,2/7/2017,2/7,Tuesday,2293.080078
New York,Republican,2294.669922,2017_Trump,Donald Trump,S&P 500,2/8/2017,2/8,Wednesday,2294.669922
New York,Republican,2307.870117,2017_Trump,Donald Trump,S&P 500,2/9/2017,2/9,Thursday,2307.870117
New York,Republican,2316.100098,2017_Trump,Donald Trump,S&P 500,2/10/2017,2/10,Friday,2316.100098
New York,Republican,2328.25,2017_Trump,Donald Trump,S&P 500,2/13/2017,2/13,Monday,2328.25
New York,Republican,2337.580078,2017_Trump,Donald Trump,S&P 500,2/14/2017,2/14,Tuesday,2337.580078
New York,Republican,2349.25,2017_Trump,Donald Trump,S&P 500,2/15/2017,2/15,Wednesday,2349.25
New York,Republican,2347.219971,2017_Trump,Donald Trump,S&P 500,2/16/2017,2/16,Thursday,2347.219971
New York,Republican,2351.159912,2017_Trump,Donald Trump,S&P 500,2/17/2017,2/17,Friday,2351.159912
New York,Republican,2365.379883,2017_Trump,Donald Trump,S&P 500,2/21/2017,2/21,Tuesday,2365.379883
New York,Republican,2362.820068,2017_Trump,Donald Trump,S&P 500,2/22/2017,2/22,Wednesday,2362.820068
New York,Republican,2363.810059,2017_Trump,Donald Trump,S&P 500,2/23/2017,2/23,Thursday,2363.810059
New York,Republican,2367.340088,2017_Trump,Donald Trump,S&P 500,2/24/2017,2/24,Friday,2367.340088
New York,Republican,2369.75,2017_Trump,Donald Trump,S&P 500,2/27/2017,2/27,Monday,2369.75
New York,Republican,2363.639893,2017_Trump,Donald Trump,S&P 500,2/28/2017,2/28,Tuesday,2363.639893
New York,Republican,2395.959961,2017_Trump,Donald Trump,S&P 500,3/1/2017,3/1,Wednesday,2395.959961
New York,Republican,2381.919922,2017_Trump,Donald Trump,S&P 500,3/2/2017,3/2,Thursday,2381.919922
New York,Republican,2383.120117,2017_Trump,Donald Trump,S&P 500,3/3/2017,3/3,Friday,2383.120117
New York,Republican,2375.310059,2017_Trump,Donald Trump,S&P 500,3/6/2017,3/6,Monday,2375.310059
New York,Republican,2368.389893,2017_Trump,Donald Trump,S&P 500,3/7/2017,3/7,Tuesday,2368.389893
New York,Republican,2362.97998,2017_Trump,Donald Trump,S&P 500,3/8/2017,3/8,Wednesday,2362.97998
New York,Republican,2364.870117,2017_Trump,Donald Trump,S&P 500,3/9/2017,3/9,Thursday,2364.870117
New York,Republican,2372.600098,2017_Trump,Donald Trump,S&P 500,3/10/2017,3/10,Friday,2372.600098
New York,Republican,2373.469971,2017_Trump,Donald Trump,S&P 500,3/13/2017,3/13,Monday,2373.469971
New York,Republican,2365.449951,2017_Trump,Donald Trump,S&P 500,3/14/2017,3/14,Tuesday,2365.449951
New York,Republican,2385.26001,2017_Trump,Donald Trump,S&P 500,3/15/2017,3/15,Wednesday,2385.26001
New York,Republican,2381.379883,2017_Trump,Donald Trump,S&P 500,3/16/2017,3/16,Thursday,2381.379883
New York,Republican,2378.25,2017_Trump,Donald Trump,S&P 500,3/17/2017,3/17,Friday,2378.25
New York,Republican,2373.469971,2017_Trump,Donald Trump,S&P 500,3/20/2017,3/20,Monday,2373.469971
New York,Republican,2344.02002,2017_Trump,Donald Trump,S&P 500,3/21/2017,3/21,Tuesday,2344.02002
New York,Republican,2348.449951,2017_Trump,Donald Trump,S&P 500,3/22/2017,3/22,Wednesday,2348.449951
New York,Republican,2345.959961,2017_Trump,Donald Trump,S&P 500,3/23/2017,3/23,Thursday,2345.959961
New York,Republican,2343.97998,2017_Trump,Donald Trump,S&P 500,3/24/2017,3/24,Friday,2343.97998
New York,Republican,2341.590088,2017_Trump,Donald Trump,S&P 500,3/27/2017,3/27,Monday,2341.590088
New York,Republican,2358.570068,2017_Trump,Donald Trump,S&P 500,3/28/2017,3/28,Tuesday,2358.570068
New York,Republican,2361.129883,2017_Trump,Donald Trump,S&P 500,3/29/2017,3/29,Wednesday,2361.129883
New York,Republican,2368.060059,2017_Trump,Donald Trump,S&P 500,3/30/2017,3/30,Thursday,2368.060059
New York,Republican,2362.719971,2017_Trump,Donald Trump,S&P 500,3/31/2017,3/31,Friday,2362.719971
New York,Republican,2358.840088,2017_Trump,Donald Trump,S&P 500,4/3/2017,4/3,Monday,2358.840088
New York,Republican,2360.159912,2017_Trump,Donald Trump,S&P 500,4/4/2017,4/4,Tuesday,2360.159912
New York,Republican,2352.949951,2017_Trump,Donald Trump,S&P 500,4/5/2017,4/5,Wednesday,2352.949951
New York,Republican,2357.48999,2017_Trump,Donald Trump,S&P 500,4/6/2017,4/6,Thursday,2357.48999
New York,Republican,2355.540039,2017_Trump,Donald Trump,S&P 500,4/7/2017,4/7,Friday,2355.540039
New York,Republican,2357.159912,2017_Trump,Donald Trump,S&P 500,4/10/2017,4/10,Monday,2357.159912
New York,Republican,2353.780029,2017_Trump,Donald Trump,S&P 500,4/11/2017,4/11,Tuesday,2353.780029
New York,Republican,2344.929932,2017_Trump,Donald Trump,S&P 500,4/12/2017,4/12,Wednesday,2344.929932
New York,Republican,2328.949951,2017_Trump,Donald Trump,S&P 500,4/13/2017,4/13,Thursday,2328.949951
New York,Republican,2349.01001,2017_Trump,Donald Trump,S&P 500,4/17/2017,4/17,Monday,2349.01001
New York,Republican,2342.189941,2017_Trump,Donald Trump,S&P 500,4/18/2017,4/18,Tuesday,2342.189941
New York,Republican,2338.169922,2017_Trump,Donald Trump,S&P 500,4/19/2017,4/19,Wednesday,2338.169922
New York,Republican,2355.840088,2017_Trump,Donald Trump,S&P 500,4/20/2017,4/20,Thursday,2355.840088
New York,Republican,2348.689941,2017_Trump,Donald Trump,S&P 500,4/21/2017,4/21,Friday,2348.689941
New York,Republican,2374.149902,2017_Trump,Donald Trump,S&P 500,4/24/2017,4/24,Monday,2374.149902
New York,Republican,2388.610107,2017_Trump,Donald Trump,S&P 500,4/25/2017,4/25,Tuesday,2388.610107
New York,Republican,2387.449951,2017_Trump,Donald Trump,S&P 500,4/26/2017,4/26,Wednesday,2387.449951
New York,Republican,2388.77002,2017_Trump,Donald Trump,S&P 500,4/27/2017,4/27,Thursday,2388.77002
New York,Republican,2384.199951,2017_Trump,Donald Trump,S&P 500,4/28/2017,4/28,Friday,2384.199951
Delaware,Democratic,30930.51953,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/19/2021,1/19,Tuesday,30930.51953
Delaware,Democratic,31188.38086,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/20/2021,1/20,Wednesday,31188.38086
Delaware,Democratic,31176.00977,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/21/2021,1/21,Thursday,31176.00977
Delaware,Democratic,30996.98047,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/22/2021,1/22,Friday,30996.98047
Delaware,Democratic,30960,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/25/2021,1/25,Monday,30960
Delaware,Democratic,30937.03906,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/26/2021,1/26,Tuesday,30937.03906
Delaware,Democratic,30303.16992,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/27/2021,1/27,Wednesday,30303.16992
Delaware,Democratic,30603.35938,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/28/2021,1/28,Thursday,30603.35938
Delaware,Democratic,29982.61914,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,1/29/2021,1/29,Friday,29982.61914
Delaware,Democratic,30211.91016,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/1/2021,2/1,Monday,30211.91016
Delaware,Democratic,30687.48047,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/2/2021,2/2,Tuesday,30687.48047
Delaware,Democratic,30723.59961,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/3/2021,2/3,Wednesday,30723.59961
Delaware,Democratic,31055.85938,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/4/2021,2/4,Thursday,31055.85938
Delaware,Democratic,31148.24023,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/5/2021,2/5,Friday,31148.24023
Delaware,Democratic,31385.75977,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/8/2021,2/8,Monday,31385.75977
Delaware,Democratic,31375.83008,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/9/2021,2/9,Tuesday,31375.83008
Delaware,Democratic,31437.80078,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/10/2021,2/10,Wednesday,31437.80078
Delaware,Democratic,31430.69922,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/11/2021,2/11,Thursday,31430.69922
Delaware,Democratic,31458.40039,2021_Biden,"Joseph ""Joe"" Biden",Dow Jones Index,2/12/2021,2/12,Friday,31458.40039
Delaware,Democratic,13197.17969,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/19/2021,1/19,Tuesday,13197.17969
Delaware,Democratic,13457.25,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/20/2021,1/20,Wednesday,13457.25
Delaware,Democratic,13530.91016,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/21/2021,1/21,Thursday,13530.91016
Delaware,Democratic,13543.05957,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/22/2021,1/22,Friday,13543.05957
Delaware,Democratic,13635.99023,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/25/2021,1/25,Monday,13635.99023
Delaware,Democratic,13626.05957,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/26/2021,1/26,Tuesday,13626.05957
Delaware,Democratic,13270.59961,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/27/2021,1/27,Wednesday,13270.59961
Delaware,Democratic,13337.16016,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/28/2021,1/28,Thursday,13337.16016
Delaware,Democratic,13070.69043,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,1/29/2021,1/29,Friday,13070.69043
Delaware,Democratic,13403.38965,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/1/2021,2/1,Monday,13403.38965
Delaware,Democratic,13612.78027,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/2/2021,2/2,Tuesday,13612.78027
Delaware,Democratic,13610.54004,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/3/2021,2/3,Wednesday,13610.54004
Delaware,Democratic,13777.74023,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/4/2021,2/4,Thursday,13777.74023
Delaware,Democratic,13856.29981,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/5/2021,2/5,Friday,13856.29981
Delaware,Democratic,13987.63965,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/8/2021,2/8,Monday,13987.63965
Delaware,Democratic,14007.7002,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/9/2021,2/9,Tuesday,14007.7002
Delaware,Democratic,13972.53027,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/10/2021,2/10,Wednesday,13972.53027
Delaware,Democratic,14025.76953,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/11/2021,2/11,Thursday,14025.76953
Delaware,Democratic,14095.46973,2021_Biden,"Joseph ""Joe"" Biden",NASDAQ,2/12/2021,2/12,Friday,14095.46973
Delaware,Democratic,3798.909912,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/19/2021,1/19,Tuesday,3798.909912
Delaware,Democratic,3851.850098,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/20/2021,1/20,Wednesday,3851.850098
Delaware,Democratic,3853.070068,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/21/2021,1/21,Thursday,3853.070068
Delaware,Democratic,3841.469971,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/22/2021,1/22,Friday,3841.469971
Delaware,Democratic,3855.360107,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/25/2021,1/25,Monday,3855.360107
Delaware,Democratic,3849.620117,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/26/2021,1/26,Tuesday,3849.620117
Delaware,Democratic,3750.77002,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/27/2021,1/27,Wednesday,3750.77002
Delaware,Democratic,3787.379883,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/28/2021,1/28,Thursday,3787.379883
Delaware,Democratic,3714.23999,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,1/29/2021,1/29,Friday,3714.23999
Delaware,Democratic,3773.860107,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/1/2021,2/1,Monday,3773.860107
Delaware,Democratic,3826.310059,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/2/2021,2/2,Tuesday,3826.310059
Delaware,Democratic,3830.169922,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/3/2021,2/3,Wednesday,3830.169922
Delaware,Democratic,3871.73999,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/4/2021,2/4,Thursday,3871.73999
Delaware,Democratic,3886.830078,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/5/2021,2/5,Friday,3886.830078
Delaware,Democratic,3915.590088,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/8/2021,2/8,Monday,3915.590088
Delaware,Democratic,3911.22998,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/9/2021,2/9,Tuesday,3911.22998
Delaware,Democratic,3909.879883,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/10/2021,2/10,Wednesday,3909.879883
Delaware,Democratic,3916.379883,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/11/2021,2/11,Thursday,3916.379883
Delaware,Democratic,3934.830078,2021_Biden,"Joseph ""Joe"" Biden",S&P 500,2/12/2021,2/12,Friday,3934.830078
