Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Mar 17, 2019;10:30 AM;-;1,370;7,829;3,654;-
Mar 17, 2019;10:45 AM;-;1,369;7,857;3,744;-
Mar 17, 2019;11:00 AM;89,466;1,370;7,877;3,812;37,087
Mar 17, 2019;11:15 AM;-;1,371;7,880;3,852;-
Mar 17, 2019;11:30 AM;-;1,372;7,883;3,863;-
Mar 17, 2019;11:45 AM;-;1,372;7,884;3,845;-
Mar 17, 2019;12:00 PM;89,345;1,373;7,884;3,800;37,591
Mar 17, 2019;12:15 PM;-;1,373;7,880;3,733;-
Mar 17, 2019;12:30 PM;-;1,374;7,875;3,656;-
Mar 17, 2019;12:45 PM;-;1,373;7,868;3,566;-
Mar 17, 2019;1:00 PM;85,976;1,374;7,855;3,458;36,260
Mar 17, 2019;1:15 PM;-;1,375;7,816;3,331;-
Mar 17, 2019;1:30 PM;-;1,376;7,776;3,193;-
Mar 17, 2019;1:45 PM;-;1,376;7,736;3,051;-
Mar 17, 2019;2:00 PM;81,680;1,377;7,697;2,905;34,974
Mar 17, 2019;2:15 PM;-;1,378;7,655;2,754;-
Mar 17, 2019;2:30 PM;-;1,379;7,610;2,587;-
Mar 17, 2019;2:45 PM;-;1,381;7,568;2,418;-
Mar 17, 2019;3:00 PM;76,684;1,384;7,524;2,241;33,725
Mar 17, 2019;3:15 PM;-;1,384;7,458;2,049;-
Mar 17, 2019;3:30 PM;-;1,384;7,387;1,838;-
Mar 17, 2019;3:45 PM;-;1,384;7,312;1,616;-
Mar 17, 2019;4:00 PM;72,782;1,384;7,235;1,391;34,570
Mar 17, 2019;4:15 PM;-;1,384;7,150;1,170;-
Mar 17, 2019;4:30 PM;-;1,385;7,063;948;-
Mar 17, 2019;4:45 PM;-;1,385;6,971;748;-
Mar 17, 2019;5:00 PM;70,448;1,386;6,878;552;36,706
Mar 17, 2019;5:15 PM;-;1,386;6,781;374;-
Mar 17, 2019;5:30 PM;-;1,385;6,682;226;-
Mar 17, 2019;5:45 PM;-;1,385;6,593;115;-
Mar 17, 2019;6:00 PM;71,811;1,385;6,511;47;40,499
Mar 17, 2019;6:15 PM;-;1,385;6,458;10;-
Mar 17, 2019;6:30 PM;-;1,384;6,401;1;-
Mar 17, 2019;6:45 PM;-;1,384;6,348;0;-
Mar 17, 2019;7:00 PM;73,125;1,384;6,302;0;42,271
Mar 17, 2019;7:15 PM;-;1,383;6,321;0;-
Mar 17, 2019;7:30 PM;-;1,383;6,339;0;-
Mar 17, 2019;7:45 PM;-;1,382;6,361;0;-
Mar 17, 2019;8:00 PM;71,573;1,382;6,389;0;40,211
Mar 17, 2019;8:15 PM;-;1,382;6,435;0;-
Mar 17, 2019;8:30 PM;-;1,382;6,480;0;-
Mar 17, 2019;8:45 PM;-;1,382;6,531;0;-
Mar 17, 2019;9:00 PM;68,764;1,382;6,582;0;36,571
Mar 17, 2019;9:15 PM;-;1,382;6,638;0;-
Mar 17, 2019;9:30 PM;-;1,382;6,695;0;-
Mar 17, 2019;9:45 PM;-;1,382;6,751;0;-
Mar 17, 2019;10:00 PM;67,991;1,383;6,712;0;35,407
Mar 17, 2019;10:15 PM;-;1,383;6,746;0;-
Mar 17, 2019;10:30 PM;-;1,382;6,782;0;-
Mar 17, 2019;10:45 PM;-;1,381;6,816;0;-
Mar 17, 2019;11:00 PM;66,404;1,380;6,845;0;33,371
Mar 17, 2019;11:15 PM;-;1,378;6,871;0;-
Mar 17, 2019;11:30 PM;-;1,377;6,893;0;-
Mar 17, 2019;11:45 PM;-;1,375;6,915;0;-
Mar 18, 2019;12:00 AM;65,880;1,229;6,774;0;33,749
Mar 18, 2019;12:15 AM;-;1,228;6,796;0;-
Mar 18, 2019;12:30 AM;-;1,226;6,817;0;-
Mar 18, 2019;12:45 AM;-;1,224;6,839;0;-
Mar 18, 2019;1:00 AM;64,716;1,222;6,852;0;32,506
Mar 18, 2019;1:15 AM;-;1,221;6,840;0;-
Mar 18, 2019;1:30 AM;-;1,221;6,825;0;-
Mar 18, 2019;1:45 AM;-;1,221;6,808;0;-
Mar 18, 2019;2:00 AM;64,827;1,220;6,754;0;32,976
Mar 18, 2019;2:15 AM;-;1,219;6,747;0;-
Mar 18, 2019;2:30 AM;-;1,218;6,741;0;-
Mar 18, 2019;2:45 AM;-;1,217;6,736;0;-
Mar 18, 2019;3:00 AM;64,809;1,217;6,731;0;33,074
Mar 18, 2019;3:15 AM;-;1,217;6,722;0;-
Mar 18, 2019;3:30 AM;-;1,217;6,713;0;-
Mar 18, 2019;3:45 AM;-;1,217;6,703;0;-
Mar 18, 2019;4:00 AM;65,771;1,217;6,695;0;34,184
Mar 18, 2019;4:15 AM;-;1,217;6,686;0;-
Mar 18, 2019;4:30 AM;-;1,217;6,676;0;-
Mar 18, 2019;4:45 AM;-;1,217;6,664;0;-
Mar 18, 2019;5:00 AM;68,270;1,217;6,652;0;36,887
Mar 18, 2019;5:15 AM;-;1,218;6,635;0;-
Mar 18, 2019;5:30 AM;-;1,217;6,620;0;-
Mar 18, 2019;5:45 AM;-;1,218;6,607;0;-
Mar 18, 2019;6:00 AM;74,790;1,218;6,688;0;43,021
Mar 18, 2019;6:15 AM;-;1,217;6,682;6;-
Mar 18, 2019;6:30 AM;-;1,217;6,677;50;-
Mar 18, 2019;6:45 AM;-;1,217;6,671;127;-
Mar 18, 2019;7:00 AM;79,722;1,217;6,669;262;46,006
Mar 18, 2019;7:15 AM;-;1,216;6,683;418;-
Mar 18, 2019;7:30 AM;-;1,216;6,697;605;-
Mar 18, 2019;7:45 AM;-;1,215;6,708;813;-
Mar 18, 2019;8:00 AM;85,853;1,215;6,708;1,033;48,727
Mar 18, 2019;8:15 AM;-;1,162;6,727;1,249;-
Mar 18, 2019;8:30 AM;-;1,161;6,766;1,466;-
Mar 18, 2019;8:45 AM;-;1,161;6,803;1,677;-
Mar 18, 2019;9:00 AM;90,276;1,160;6,841;1,886;49,361
Mar 18, 2019;9:15 AM;-;1,159;6,866;2,095;-
Mar 18, 2019;9:30 AM;-;1,159;6,893;2,296;-
Mar 18, 2019;9:45 AM;-;1,159;6,921;2,482;-
Mar 18, 2019;10:00 AM;92,778;1,159;6,944;2,664;48,819
Mar 18, 2019;10:15 AM;-;1,159;6,927;2,840;-
Mar 18, 2019;10:30 AM;-;1,158;6,912;3,001;-
Mar 18, 2019;10:45 AM;-;1,157;6,894;3,146;-
Mar 18, 2019;11:00 AM;94,443;1,157;6,879;3,271;48,726
Mar 18, 2019;11:15 AM;-;1,156;6,868;3,375;-
Mar 18, 2019;11:30 AM;-;1,155;6,856;3,466;-
Mar 18, 2019;11:45 AM;-;1,154;6,844;3,539;-
Mar 18, 2019;12:00 PM;95,331;1,153;6,829;3,602;48,837
Mar 18, 2019;12:15 PM;-;1,152;6,820;3,652;-
Mar 18, 2019;12:30 PM;-;1,150;6,813;3,681;-
Mar 18, 2019;12:45 PM;-;1,148;6,804;3,691;-
Mar 18, 2019;1:00 PM;93,901;1,146;6,795;3,679;47,794
Mar 18, 2019;1:15 PM;-;1,144;6,785;3,643;-
Mar 18, 2019;1:30 PM;-;1,142;6,774;3,585;-
Mar 18, 2019;1:45 PM;-;1,139;6,766;3,511;-
Mar 18, 2019;2:00 PM;91,480;1,137;6,750;3,425;47,120
Mar 18, 2019;2:15 PM;-;1,133;6,730;3,321;-
Mar 18, 2019;2:30 PM;-;1,129;6,709;3,187;-
Mar 18, 2019;2:45 PM;-;1,125;6,684;3,030;-
Mar 18, 2019;3:00 PM;88,097;1,121;6,654;2,855;47,114
Mar 18, 2019;3:15 PM;-;1,116;6,616;2,660;-
Mar 18, 2019;3:30 PM;-;1,110;6,582;2,433;-
Mar 18, 2019;3:45 PM;-;1,104;6,547;2,187;-
Mar 18, 2019;4:00 PM;84,191;1,097;6,506;1,923;48,481
Mar 18, 2019;4:15 PM;-;1,091;6,380;1,647;-
Mar 18, 2019;4:30 PM;-;1,084;6,253;1,365;-
Mar 18, 2019;4:45 PM;-;1,131;6,136;1,100;-
Mar 18, 2019;5:00 PM;79,600;1,124;6,001;837;50,058
Mar 18, 2019;5:15 PM;-;1,119;5,853;569;-
Mar 18, 2019;5:30 PM;-;1,113;5,705;358;-
Mar 18, 2019;5:45 PM;-;1,109;5,560;194;-
Mar 18, 2019;6:00 PM;77,279;1,104;5,420;91;51,774
Mar 18, 2019;6:15 PM;-;1,098;5,311;18;-
Mar 18, 2019;6:30 PM;-;1,091;5,198;2;-
Mar 18, 2019;6:45 PM;-;1,086;5,086;1;-
Mar 18, 2019;7:00 PM;76,896;1,078;4,987;0;52,923
Mar 18, 2019;7:15 PM;-;1,089;4,940;0;-
Mar 18, 2019;7:30 PM;-;1,081;4,889;0;-
Mar 18, 2019;7:45 PM;-;1,072;4,839;0;-
Mar 18, 2019;8:00 PM;72,863;1,065;4,790;0;49,748
Mar 18, 2019;8:15 PM;-;1,058;4,747;0;-
Mar 18, 2019;8:30 PM;-;1,050;4,704;0;-
Mar 18, 2019;8:45 PM;-;1,041;4,661;0;-
Mar 18, 2019;9:00 PM;69,926;1,033;4,617;0;47,705
Mar 18, 2019;9:15 PM;-;1,024;4,563;0;-
Mar 18, 2019;9:30 PM;-;1,014;4,510;0;-
Mar 18, 2019;9:45 PM;-;1,004;4,456;0;-
Mar 18, 2019;10:00 PM;67,793;1,092;4,383;0;46,261
Mar 18, 2019;10:15 PM;-;1,081;4,332;0;-
Mar 18, 2019;10:30 PM;-;1,071;4,282;0;-
Mar 18, 2019;10:45 PM;-;1,061;4,231;0;-
Mar 18, 2019;11:00 PM;65,428;1,051;4,179;0;44,912
Mar 18, 2019;11:15 PM;-;1,039;4,125;0;-
Mar 18, 2019;11:30 PM;-;1,025;4,071;0;-
Mar 18, 2019;11:45 PM;-;1,012;4,014;0;-
Mar 19, 2019;12:00 AM;60,988;916;3,611;0;43,218
Mar 19, 2019;12:15 AM;-;902;3,569;0;-
Mar 19, 2019;12:30 AM;-;887;3,528;0;-
Mar 19, 2019;12:45 AM;-;874;3,485;0;-
Mar 19, 2019;1:00 AM;59,129;861;3,441;0;42,249
Mar 19, 2019;1:15 AM;-;849;3,399;0;-
Mar 19, 2019;1:30 AM;-;836;3,357;0;-
Mar 19, 2019;1:45 AM;-;824;3,314;0;-
Mar 19, 2019;2:00 AM;57,862;811;3,284;0;41,777
Mar 19, 2019;2:15 AM;-;799;3,248;0;-
Mar 19, 2019;2:30 AM;-;789;3,208;0;-
Mar 19, 2019;2:45 AM;-;778;3,169;0;-
Mar 19, 2019;3:00 AM;57,240;765;3,130;0;41,998
Mar 19, 2019;3:15 AM;-;752;3,088;0;-
Mar 19, 2019;3:30 AM;-;741;3,042;0;-
Mar 19, 2019;3:45 AM;-;728;2,998;0;-
Mar 19, 2019;4:00 AM;57,500;716;2,953;0;43,086
Mar 19, 2019;4:15 AM;-;723;2,923;0;-
Mar 19, 2019;4:30 AM;-;709;2,873;0;-
Mar 19, 2019;4:45 AM;-;692;2,826;0;-
Mar 19, 2019;5:00 AM;59,015;676;2,778;0;45,552
Mar 19, 2019;5:15 AM;-;658;2,737;0;-
Mar 19, 2019;5:30 AM;-;640;2,696;0;-
Mar 19, 2019;5:45 AM;-;623;2,657;0;-
Mar 19, 2019;6:00 AM;64,005;603;2,629;1;51,248
Mar 19, 2019;6:15 AM;-;577;2,582;11;-
Mar 19, 2019;6:30 AM;-;551;2,533;70;-
Mar 19, 2019;6:45 AM;-;525;2,483;193;-
Mar 19, 2019;7:00 AM;72,298;497;2,425;391;58,266
Mar 19, 2019;7:15 AM;-;472;2,337;605;-
Mar 19, 2019;7:30 AM;-;447;2,249;860;-
Mar 19, 2019;7:45 AM;-;421;2,165;1,165;-
Mar 19, 2019;8:00 AM;79,028;395;2,093;1,498;61,438
Mar 19, 2019;8:15 AM;-;369;2,052;1,842;-
Mar 19, 2019;8:30 AM;-;344;2,009;2,185;-
Mar 19, 2019;8:45 AM;-;318;1,967;2,521;-
Mar 19, 2019;9:00 AM;85,222;294;1,928;2,849;63,366
Mar 19, 2019;9:15 AM;-;271;1,905;3,175;-
Mar 19, 2019;9:30 AM;-;250;1,879;3,478;-
Mar 19, 2019;9:45 AM;-;229;1,850;3,751;-
Mar 19, 2019;10:00 AM;88,361;210;1,821;3,999;63,215
Mar 19, 2019;10:15 AM;-;199;1,804;4,224;-
Mar 19, 2019;10:30 AM;-;188;1,787;4,417;-
Mar 19, 2019;10:45 AM;-;177;1,769;4,552;-
Mar 19, 2019;11:00 AM;89,756;167;1,749;4,651;63,400
Mar 19, 2019;11:15 AM;-;162;1,719;4,711;-
Mar 19, 2019;11:30 AM;-;154;1,691;4,758;-
Mar 19, 2019;11:45 AM;-;150;1,662;4,783;-
Mar 19, 2019;12:00 PM;89,145;145;1,636;4,774;63,270
Mar 19, 2019;12:15 PM;-;143;1,614;4,753;-
Mar 19, 2019;12:30 PM;-;143;1,591;4,713;-
Mar 19, 2019;12:45 PM;-;143;1,570;4,652;-
Mar 19, 2019;1:00 PM;86,723;141;1,548;4,565;62,677
Mar 19, 2019;1:15 PM;-;143;1,522;4,439;-
Mar 19, 2019;1:30 PM;-;145;1,495;4,297;-
Mar 19, 2019;1:45 PM;-;146;1,470;4,137;-
Mar 19, 2019;2:00 PM;82,053;147;1,442;3,959;61,182
Mar 19, 2019;2:15 PM;-;150;1,414;3,771;-
Mar 19, 2019;2:30 PM;-;152;1,386;3,574;-
Mar 19, 2019;2:45 PM;-;154;1,357;3,366;-
Mar 19, 2019;3:00 PM;76,411;158;1,324;3,144;59,632
Mar 19, 2019;3:15 PM;-;162;1,282;2,909;-
Mar 19, 2019;3:30 PM;-;166;1,239;2,651;-
Mar 19, 2019;3:45 PM;-;171;1,198;2,375;-
Mar 19, 2019;4:00 PM;70,892;175;1,156;2,085;59,342
Mar 19, 2019;4:15 PM;-;179;1,095;1,790;-
Mar 19, 2019;4:30 PM;-;182;1,035;1,491;-
Mar 19, 2019;4:45 PM;-;186;975;1,203;-
Mar 19, 2019;5:00 PM;65,472;189;918;919;59,166
Mar 19, 2019;5:15 PM;-;193;862;639;-
Mar 19, 2019;5:30 PM;-;196;809;404;-
Mar 19, 2019;5:45 PM;-;200;760;218;-
Mar 19, 2019;6:00 PM;64,638;205;715;100;60,903
Mar 19, 2019;6:15 PM;-;212;696;24;-
Mar 19, 2019;6:30 PM;-;218;678;3;-
Mar 19, 2019;6:45 PM;-;224;661;1;-
Mar 19, 2019;7:00 PM;65,019;230;644;0;61,476
Mar 19, 2019;7:15 PM;-;239;644;0;-
Mar 19, 2019;7:30 PM;-;249;642;0;-
Mar 19, 2019;7:45 PM;-;256;640;0;-
Mar 19, 2019;8:00 PM;63,356;267;638;0;59,609
Mar 19, 2019;8:15 PM;-;279;648;0;-
Mar 19, 2019;8:30 PM;-;290;657;0;-
Mar 19, 2019;8:45 PM;-;301;667;0;-
Mar 19, 2019;9:00 PM;59,500;316;679;0;55,279
Mar 19, 2019;9:15 PM;-;337;699;0;-
Mar 19, 2019;9:30 PM;-;357;718;0;-
Mar 19, 2019;9:45 PM;-;379;737;0;-
Mar 19, 2019;10:00 PM;58,193;402;755;0;53,168
Mar 19, 2019;10:15 PM;-;431;793;0;-
Mar 19, 2019;10:30 PM;-;461;829;0;-
Mar 19, 2019;10:45 PM;-;489;867;0;-
Mar 19, 2019;11:00 PM;57,013;520;909;0;50,780
Mar 19, 2019;11:15 PM;-;548;967;0;-
Mar 19, 2019;11:30 PM;-;579;1,023;0;-
Mar 19, 2019;11:45 PM;-;608;1,080;0;-
Mar 20, 2019;12:00 AM;55,970;729;1,096;0;48,105
Mar 20, 2019;12:15 AM;-;752;1,169;0;-
Mar 20, 2019;12:30 AM;-;774;1,240;0;-
Mar 20, 2019;12:45 AM;-;797;1,308;0;-
Mar 20, 2019;1:00 AM;55,977;818;1,367;0;46,862
Mar 20, 2019;1:15 AM;-;831;1,417;0;-
Mar 20, 2019;1:30 AM;-;847;1,464;0;-
Mar 20, 2019;1:45 AM;-;861;1,511;0;-
Mar 20, 2019;2:00 AM;54,267;875;1,545;0;44,288
Mar 20, 2019;2:15 AM;-;885;1,583;0;-
Mar 20, 2019;2:30 AM;-;895;1,624;0;-
Mar 20, 2019;2:45 AM;-;907;1,665;0;-
Mar 20, 2019;3:00 AM;54,800;917;1,707;0;43,997
Mar 20, 2019;3:15 AM;-;926;1,749;0;-
Mar 20, 2019;3:30 AM;-;938;1,790;0;-
Mar 20, 2019;3:45 AM;-;949;1,829;0;-
Mar 20, 2019;4:00 AM;57,521;959;1,867;0;45,932
Mar 20, 2019;4:15 AM;-;968;1,906;0;-
Mar 20, 2019;4:30 AM;-;977;1,945;0;-
Mar 20, 2019;4:45 AM;-;985;1,983;0;-
Mar 20, 2019;5:00 AM;60,571;992;2,020;0;48,264
Mar 20, 2019;5:15 AM;-;999;2,056;0;-
Mar 20, 2019;5:30 AM;-;1,006;2,093;0;-
Mar 20, 2019;5:45 AM;-;1,013;2,129;0;-
Mar 20, 2019;6:00 AM;66,259;1,019;2,175;2;52,854
Mar 20, 2019;6:15 AM;-;1,018;2,208;20;-
Mar 20, 2019;6:30 AM;-;1,019;2,240;116;-
Mar 20, 2019;6:45 AM;-;1,019;2,269;300;-
Mar 20, 2019;7:00 AM;73,629;1,015;2,295;554;56,484
Mar 20, 2019;7:15 AM;-;1,003;2,268;848;-
Mar 20, 2019;7:30 AM;-;997;2,239;1,183;-
Mar 20, 2019;7:45 AM;-;989;2,208;1,545;-
Mar 20, 2019;8:00 AM;82,010;978;2,171;1,932;59,734
Mar 20, 2019;8:15 AM;-;961;2,121;2,325;-
Mar 20, 2019;8:30 AM;-;948;2,070;2,717;-
Mar 20, 2019;8:45 AM;-;932;2,024;3,099;-
Mar 20, 2019;9:00 AM;89,543;916;1,982;3,463;62,502
Mar 20, 2019;9:15 AM;-;898;1,944;3,807;-
Mar 20, 2019;9:30 AM;-;879;1,906;4,122;-
Mar 20, 2019;9:45 AM;-;862;1,867;4,398;-
Mar 20, 2019;10:00 AM;92,521;845;1,836;4,640;62,064
Mar 20, 2019;10:15 AM;-;829;1,857;4,857;-
Mar 20, 2019;10:30 AM;-;812;1,878;5,031;-
Mar 20, 2019;10:45 AM;-;798;1,896;5,179;-
Mar 20, 2019;11:00 AM;94,661;782;1,917;5,288;62,264
Mar 20, 2019;11:15 AM;-;766;1,943;5,371;-
Mar 20, 2019;11:30 AM;-;751;1,968;5,429;-
Mar 20, 2019;11:45 AM;-;734;1,994;5,457;-
Mar 20, 2019;12:00 PM;93,577;719;2,016;5,452;61,082
Mar 20, 2019;12:15 PM;-;706;2,028;5,430;-
Mar 20, 2019;12:30 PM;-;694;2,039;5,379;-
Mar 20, 2019;12:45 PM;-;680;2,050;5,303;-
Mar 20, 2019;1:00 PM;90,537;668;2,055;5,199;59,890
Mar 20, 2019;1:15 PM;-;662;2,037;5,066;-
Mar 20, 2019;1:30 PM;-;656;2,019;4,910;-
Mar 20, 2019;1:45 PM;-;650;2,000;4,726;-
Mar 20, 2019;2:00 PM;85,037;646;1,977;4,516;58,054
Mar 20, 2019;2:15 PM;-;643;1,948;4,296;-
Mar 20, 2019;2:30 PM;-;641;1,919;4,062;-
Mar 20, 2019;2:45 PM;-;637;1,888;3,812;-
Mar 20, 2019;3:00 PM;79,203;633;1,855;3,543;57,171
Mar 20, 2019;3:15 PM;-;626;1,817;3,254;-
Mar 20, 2019;3:30 PM;-;617;1,781;2,944;-
Mar 20, 2019;3:45 PM;-;611;1,741;2,611;-
Mar 20, 2019;4:00 PM;71,964;606;1,703;2,259;56,051
Mar 20, 2019;4:15 PM;-;596;1,669;1,905;-
Mar 20, 2019;4:30 PM;-;586;1,637;1,548;-
Mar 20, 2019;4:45 PM;-;577;1,604;1,225;-
Mar 20, 2019;5:00 PM;66,586;567;1,574;913;56,061
Mar 20, 2019;5:15 PM;-;556;1,556;624;-
Mar 20, 2019;5:30 PM;-;546;1,536;392;-
Mar 20, 2019;5:45 PM;-;534;1,519;209;-
Mar 20, 2019;6:00 PM;66,026;522;1,507;95;57,895
Mar 20, 2019;6:15 PM;-;510;1,501;25;-
Mar 20, 2019;6:30 PM;-;498;1,494;5;-
Mar 20, 2019;6:45 PM;-;487;1,489;1;-
Mar 20, 2019;7:00 PM;67,447;476;1,484;0;59,680
Mar 20, 2019;7:15 PM;-;473;1,476;0;-
Mar 20, 2019;7:30 PM;-;470;1,465;0;-
Mar 20, 2019;7:45 PM;-;468;1,457;0;-
Mar 20, 2019;8:00 PM;65,386;466;1,449;0;57,813
Mar 20, 2019;8:15 PM;-;468;1,433;0;-
Mar 20, 2019;8:30 PM;-;470;1,417;0;-
Mar 20, 2019;8:45 PM;-;471;1,401;0;-
Mar 20, 2019;9:00 PM;61,505;476;1,387;0;54,064
Mar 20, 2019;9:15 PM;-;482;1,380;0;-
Mar 20, 2019;9:30 PM;-;488;1,372;0;-
Mar 20, 2019;9:45 PM;-;495;1,363;0;-
Mar 20, 2019;10:00 PM;60,080;503;1,348;0;52,620
Mar 20, 2019;10:15 PM;-;521;1,340;0;-
Mar 20, 2019;10:30 PM;-;538;1,332;0;-
Mar 20, 2019;10:45 PM;-;556;1,324;0;-
Mar 20, 2019;11:00 PM;57,853;576;1,315;0;50,237
Mar 20, 2019;11:15 PM;-;597;1,303;0;-
Mar 20, 2019;11:30 PM;-;618;1,291;0;-
Mar 20, 2019;11:45 PM;-;639;1,277;0;-
Mar 21, 2019;12:00 AM;55,453;821;1,480;0;46,105
Mar 21, 2019;12:15 AM;-;838;1,488;0;-
Mar 21, 2019;12:30 AM;-;857;1,493;0;-
Mar 21, 2019;12:45 AM;-;874;1,498;0;-
Mar 21, 2019;1:00 AM;54,934;890;1,503;0;45,226
Mar 21, 2019;1:15 AM;-;908;1,508;0;-
Mar 21, 2019;1:30 AM;-;926;1,512;0;-
Mar 21, 2019;1:45 AM;-;945;1,517;0;-
Mar 21, 2019;2:00 AM;53,981;963;1,531;0;43,809
Mar 21, 2019;2:15 AM;-;978;1,549;0;-
Mar 21, 2019;2:30 AM;-;995;1,565;0;-
Mar 21, 2019;2:45 AM;-;1,010;1,582;0;-
Mar 21, 2019;3:00 AM;54,500;1,024;1,596;0;43,888
Mar 21, 2019;3:15 AM;-;1,032;1,611;0;-
Mar 21, 2019;3:30 AM;-;1,038;1,626;0;-
Mar 21, 2019;3:45 AM;-;1,045;1,642;0;-
Mar 21, 2019;4:00 AM;55,361;1,052;1,658;0;44,377
Mar 21, 2019;4:15 AM;-;1,055;1,679;0;-
Mar 21, 2019;4:30 AM;-;1,058;1,700;0;-
Mar 21, 2019;4:45 AM;-;1,063;1,718;0;-
Mar 21, 2019;5:00 AM;58,532;1,066;1,737;0;47,185
Mar 21, 2019;5:15 AM;-;1,068;1,757;0;-
Mar 21, 2019;5:30 AM;-;1,071;1,777;0;-
Mar 21, 2019;5:45 AM;-;1,073;1,799;0;-
Mar 21, 2019;6:00 AM;63,308;1,076;1,829;1;51,178
Mar 21, 2019;6:15 AM;-;1,086;1,846;17;-
Mar 21, 2019;6:30 AM;-;1,094;1,863;92;-
Mar 21, 2019;6:45 AM;-;1,105;1,876;247;-
Mar 21, 2019;7:00 AM;71,328;1,113;1,886;458;55,845
Mar 21, 2019;7:15 AM;-;1,116;1,865;722;-
Mar 21, 2019;7:30 AM;-;1,127;1,851;1,025;-
Mar 21, 2019;7:45 AM;-;1,137;1,837;1,348;-
Mar 21, 2019;8:00 AM;78,802;1,149;1,821;1,696;58,077
Mar 21, 2019;8:15 AM;-;1,160;1,797;2,050;-
Mar 21, 2019;8:30 AM;-;1,170;1,772;2,410;-
Mar 21, 2019;8:45 AM;-;1,180;1,751;2,772;-
Mar 21, 2019;9:00 AM;85,549;1,188;1,733;3,126;59,483
Mar 21, 2019;9:15 AM;-;1,192;1,722;3,465;-
Mar 21, 2019;9:30 AM;-;1,195;1,711;3,778;-
Mar 21, 2019;9:45 AM;-;1,199;1,698;4,061;-
Mar 21, 2019;10:00 AM;89,802;1,202;1,691;4,318;59,553
Mar 21, 2019;10:15 AM;-;1,199;1,714;4,556;-
Mar 21, 2019;10:30 AM;-;1,197;1,735;4,759;-
Mar 21, 2019;10:45 AM;-;1,195;1,758;4,929;-
Mar 21, 2019;11:00 AM;91,734;1,193;1,777;5,069;58,941
Mar 21, 2019;11:15 AM;-;1,188;1,794;5,179;-
Mar 21, 2019;11:30 AM;-;1,184;1,810;5,268;-
Mar 21, 2019;11:45 AM;-;1,179;1,826;5,328;-
Mar 21, 2019;12:00 PM;91,858;1,174;1,841;5,358;58,408
Mar 21, 2019;12:15 PM;-;1,169;1,853;5,362;-
Mar 21, 2019;12:30 PM;-;1,164;1,866;5,339;-
Mar 21, 2019;12:45 PM;-;1,156;1,880;5,291;-
Mar 21, 2019;1:00 PM;88,388;1,149;1,886;5,216;56,305
Mar 21, 2019;1:15 PM;-;1,138;1,861;5,117;-
Mar 21, 2019;1:30 PM;-;1,126;1,837;4,990;-
Mar 21, 2019;1:45 PM;-;1,115;1,811;4,838;-
Mar 21, 2019;2:00 PM;83,598;1,101;1,783;4,660;54,982
Mar 21, 2019;2:15 PM;-;1,088;1,751;4,457;-
Mar 21, 2019;2:30 PM;-;1,075;1,719;4,238;-
Mar 21, 2019;2:45 PM;-;1,061;1,688;3,997;-
Mar 21, 2019;3:00 PM;77,900;1,047;1,654;3,733;54,393
Mar 21, 2019;3:15 PM;-;1,029;1,610;3,443;-
Mar 21, 2019;3:30 PM;-;1,010;1,568;3,122;-
Mar 21, 2019;3:45 PM;-;992;1,524;2,777;-
Mar 21, 2019;4:00 PM;70,806;971;1,481;2,415;53,892
Mar 21, 2019;4:15 PM;-;948;1,443;2,051;-
Mar 21, 2019;4:30 PM;-;923;1,406;1,679;-
Mar 21, 2019;4:45 PM;-;899;1,368;1,331;-
Mar 21, 2019;5:00 PM;64,690;875;1,334;991;53,802
Mar 21, 2019;5:15 PM;-;850;1,312;680;-
Mar 21, 2019;5:30 PM;-;824;1,290;432;-
Mar 21, 2019;5:45 PM;-;800;1,271;231;-
Mar 21, 2019;6:00 PM;63,181;775;1,254;104;55,147
Mar 21, 2019;6:15 PM;-;753;1,239;38;-
Mar 21, 2019;6:30 PM;-;730;1,224;4;-
Mar 21, 2019;6:45 PM;-;706;1,210;0;-
Mar 21, 2019;7:00 PM;65,200;684;1,196;0;57,842
Mar 21, 2019;7:15 PM;-;667;1,187;0;-
Mar 21, 2019;7:30 PM;-;651;1,176;0;-
Mar 21, 2019;7:45 PM;-;634;1,164;0;-
Mar 21, 2019;8:00 PM;62,417;619;1,151;0;55,528
Mar 21, 2019;8:15 PM;-;604;1,135;0;-
Mar 21, 2019;8:30 PM;-;589;1,118;0;-
Mar 21, 2019;8:45 PM;-;573;1,101;0;-
Mar 21, 2019;9:00 PM;59,944;559;1,085;0;53,531
Mar 21, 2019;9:15 PM;-;546;1,071;0;-
Mar 21, 2019;9:30 PM;-;533;1,057;0;-
Mar 21, 2019;9:45 PM;-;521;1,043;0;-
Mar 21, 2019;10:00 PM;57,997;509;1,025;0;51,974
Mar 21, 2019;10:15 PM;-;503;1,013;0;-
Mar 21, 2019;10:30 PM;-;496;1,001;0;-
Mar 21, 2019;10:45 PM;-;491;988;0;-
Mar 21, 2019;11:00 PM;55,224;485;977;0;49,470
Mar 21, 2019;11:15 PM;-;481;966;0;-
Mar 21, 2019;11:30 PM;-;476;955;0;-
Mar 21, 2019;11:45 PM;-;470;945;0;-
Mar 22, 2019;12:00 AM;52,511;247;764;0;48,663
Mar 22, 2019;12:15 AM;-;240;739;0;-
Mar 22, 2019;12:30 AM;-;234;713;0;-
