Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Mar 22, 2019;12:45 AM;-;227;685;0;-
Mar 22, 2019;1:00 AM;50,683;220;661;0;47,331
Mar 22, 2019;1:15 AM;-;212;641;0;-
Mar 22, 2019;1:30 AM;-;203;621;0;-
Mar 22, 2019;1:45 AM;-;195;600;0;-
Mar 22, 2019;2:00 AM;50,223;189;580;0;47,327
Mar 22, 2019;2:15 AM;-;178;561;0;-
Mar 22, 2019;2:30 AM;-;166;544;0;-
Mar 22, 2019;2:45 AM;-;154;526;0;-
Mar 22, 2019;3:00 AM;49,586;143;512;0;47,060
Mar 22, 2019;3:15 AM;-;137;503;0;-
Mar 22, 2019;3:30 AM;-;129;495;0;-
Mar 22, 2019;3:45 AM;-;121;487;0;-
Mar 22, 2019;4:00 AM;49,895;115;480;0;47,538
Mar 22, 2019;4:15 AM;-;117;474;0;-
Mar 22, 2019;4:30 AM;-;120;467;0;-
Mar 22, 2019;4:45 AM;-;122;462;0;-
Mar 22, 2019;5:00 AM;52,734;124;457;0;50,439
Mar 22, 2019;5:15 AM;-;125;451;0;-
Mar 22, 2019;5:30 AM;-;125;446;0;-
Mar 22, 2019;5:45 AM;-;127;441;0;-
Mar 22, 2019;6:00 AM;56,737;128;438;2;53,991
Mar 22, 2019;6:15 AM;-;133;440;26;-
Mar 22, 2019;6:30 AM;-;137;442;118;-
Mar 22, 2019;6:45 AM;-;141;444;299;-
Mar 22, 2019;7:00 AM;65,731;147;443;544;59,278
Mar 22, 2019;7:15 AM;-;158;434;838;-
Mar 22, 2019;7:30 AM;-;169;424;1,177;-
Mar 22, 2019;7:45 AM;-;181;410;1,530;-
Mar 22, 2019;8:00 AM;74,201;194;386;1,904;61,979
Mar 22, 2019;8:15 AM;-;209;369;2,282;-
Mar 22, 2019;8:30 AM;-;225;351;2,669;-
Mar 22, 2019;8:45 AM;-;240;333;3,061;-
Mar 22, 2019;9:00 AM;80,561;256;316;3,445;62,350
Mar 22, 2019;9:15 AM;-;276;303;3,814;-
Mar 22, 2019;9:30 AM;-;297;289;4,158;-
Mar 22, 2019;9:45 AM;-;318;274;4,469;-
Mar 22, 2019;10:00 AM;85,588;337;263;4,751;62,679
Mar 22, 2019;10:15 AM;-;347;266;5,010;-
Mar 22, 2019;10:30 AM;-;360;270;5,234;-
Mar 22, 2019;10:45 AM;-;370;278;5,425;-
Mar 22, 2019;11:00 AM;87,818;381;284;5,582;62,042
Mar 22, 2019;11:15 AM;-;388;297;5,711;-
Mar 22, 2019;11:30 AM;-;396;307;5,818;-
Mar 22, 2019;11:45 AM;-;404;319;5,891;-
Mar 22, 2019;12:00 PM;88,267;408;330;5,935;61,494
Mar 22, 2019;12:15 PM;-;411;337;5,959;-
Mar 22, 2019;12:30 PM;-;413;344;5,953;-
Mar 22, 2019;12:45 PM;-;415;350;5,921;-
Mar 22, 2019;1:00 PM;85,944;413;357;5,858;60,144
Mar 22, 2019;1:15 PM;-;409;360;5,763;-
Mar 22, 2019;1:30 PM;-;405;359;5,634;-
Mar 22, 2019;1:45 PM;-;402;359;5,484;-
Mar 22, 2019;2:00 PM;80,625;397;359;5,300;57,854
Mar 22, 2019;2:15 PM;-;389;359;5,079;-
Mar 22, 2019;2:30 PM;-;379;362;4,841;-
Mar 22, 2019;2:45 PM;-;371;364;4,574;-
Mar 22, 2019;3:00 PM;74,337;365;365;4,275;56,374
Mar 22, 2019;3:15 PM;-;358;371;3,954;-
Mar 22, 2019;3:30 PM;-;354;376;3,600;-
Mar 22, 2019;3:45 PM;-;349;381;3,217;-
Mar 22, 2019;4:00 PM;66,128;344;386;2,796;54,500
Mar 22, 2019;4:15 PM;-;343;402;2,369;-
Mar 22, 2019;4:30 PM;-;343;417;1,927;-
Mar 22, 2019;4:45 PM;-;343;433;1,525;-
Mar 22, 2019;5:00 PM;60,242;344;452;1,145;54,082
Mar 22, 2019;5:15 PM;-;344;492;796;-
Mar 22, 2019;5:30 PM;-;345;531;512;-
Mar 22, 2019;5:45 PM;-;346;576;279;-
Mar 22, 2019;6:00 PM;58,349;349;627;130;53,774
Mar 22, 2019;6:15 PM;-;355;701;49;-
Mar 22, 2019;6:30 PM;-;361;776;6;-
Mar 22, 2019;6:45 PM;-;366;856;1;-
Mar 22, 2019;7:00 PM;61,933;373;935;0;56,157
Mar 22, 2019;7:15 PM;-;382;1,019;0;-
Mar 22, 2019;7:30 PM;-;392;1,099;0;-
Mar 22, 2019;7:45 PM;-;401;1,177;0;-
Mar 22, 2019;8:00 PM;60,206;411;1,255;0;53,053
Mar 22, 2019;8:15 PM;-;424;1,324;0;-
Mar 22, 2019;8:30 PM;-;438;1,393;0;-
Mar 22, 2019;8:45 PM;-;451;1,458;0;-
Mar 22, 2019;9:00 PM;60,179;465;1,521;0;51,810
Mar 22, 2019;9:15 PM;-;478;1,579;0;-
Mar 22, 2019;9:30 PM;-;489;1,641;0;-
Mar 22, 2019;9:45 PM;-;503;1,695;0;-
Mar 22, 2019;10:00 PM;59,236;514;1,735;0;50,229
Mar 22, 2019;10:15 PM;-;521;1,731;0;-
Mar 22, 2019;10:30 PM;-;528;1,726;0;-
Mar 22, 2019;10:45 PM;-;534;1,719;0;-
Mar 22, 2019;11:00 PM;56,237;538;1,710;0;47,233
Mar 22, 2019;11:15 PM;-;539;1,710;0;-
Mar 22, 2019;11:30 PM;-;540;1,712;0;-
Mar 22, 2019;11:45 PM;-;543;1,712;0;-
Mar 23, 2019;12:00 AM;54,294;592;1,868;0;44,459
Mar 23, 2019;12:15 AM;-;594;1,867;0;-
Mar 23, 2019;12:30 AM;-;594;1,865;0;-
Mar 23, 2019;12:45 AM;-;595;1,862;0;-
Mar 23, 2019;1:00 AM;52,873;598;1,863;0;43,102
Mar 23, 2019;1:15 AM;-;609;1,840;0;-
Mar 23, 2019;1:30 AM;-;620;1,817;0;-
Mar 23, 2019;1:45 AM;-;632;1,791;0;-
Mar 23, 2019;2:00 AM;52,149;645;1,764;0;42,617
Mar 23, 2019;2:15 AM;-;655;1,737;0;-
Mar 23, 2019;2:30 AM;-;665;1,709;0;-
Mar 23, 2019;2:45 AM;-;675;1,684;0;-
Mar 23, 2019;3:00 AM;51,329;682;1,661;0;42,100
Mar 23, 2019;3:15 AM;-;689;1,630;0;-
Mar 23, 2019;3:30 AM;-;696;1,601;0;-
Mar 23, 2019;3:45 AM;-;701;1,570;0;-
Mar 23, 2019;4:00 AM;50,632;702;1,538;0;41,877
Mar 23, 2019;4:15 AM;-;692;1,514;0;-
Mar 23, 2019;4:30 AM;-;681;1,491;0;-
Mar 23, 2019;4:45 AM;-;670;1,468;0;-
Mar 23, 2019;5:00 AM;50,859;660;1,449;0;42,526
Mar 23, 2019;5:15 AM;-;648;1,443;0;-
Mar 23, 2019;5:30 AM;-;637;1,439;0;-
Mar 23, 2019;5:45 AM;-;627;1,433;0;-
Mar 23, 2019;6:00 AM;51,563;619;1,437;4;42,832
Mar 23, 2019;6:15 AM;-;613;1,434;50;-
Mar 23, 2019;6:30 AM;-;606;1,431;153;-
Mar 23, 2019;6:45 AM;-;597;1,424;364;-
Mar 23, 2019;7:00 AM;57,251;589;1,409;631;45,125
Mar 23, 2019;7:15 AM;-;591;1,356;931;-
Mar 23, 2019;7:30 AM;-;594;1,303;1,270;-
Mar 23, 2019;7:45 AM;-;597;1,236;1,620;-
Mar 23, 2019;8:00 AM;65,035;601;1,165;1,993;48,059
Mar 23, 2019;8:15 AM;-;609;1,092;2,376;-
Mar 23, 2019;8:30 AM;-;617;1,021;2,770;-
Mar 23, 2019;8:45 AM;-;625;956;3,153;-
Mar 23, 2019;9:00 AM;72,397;630;903;3,519;50,385
Mar 23, 2019;9:15 AM;-;632;880;3,862;-
Mar 23, 2019;9:30 AM;-;634;857;4,174;-
Mar 23, 2019;9:45 AM;-;637;841;4,444;-
Mar 23, 2019;10:00 AM;77,227;639;830;4,681;51,171
Mar 23, 2019;10:15 AM;-;639;876;4,900;-
Mar 23, 2019;10:30 AM;-;641;924;5,080;-
Mar 23, 2019;10:45 AM;-;642;976;5,228;-
Mar 23, 2019;11:00 AM;79,751;643;1,028;5,343;50,905
Mar 23, 2019;11:15 AM;-;645;1,084;5,430;-
Mar 23, 2019;11:30 AM;-;646;1,142;5,499;-
Mar 23, 2019;11:45 AM;-;647;1,204;5,538;-
Mar 23, 2019;12:00 PM;80,005;647;1,269;5,548;49,894
Mar 23, 2019;12:15 PM;-;645;1,346;5,535;-
Mar 23, 2019;12:30 PM;-;643;1,425;5,492;-
Mar 23, 2019;12:45 PM;-;639;1,503;5,422;-
Mar 23, 2019;1:00 PM;77,142;637;1,577;5,326;47,434
Mar 23, 2019;1:15 PM;-;634;1,649;5,202;-
Mar 23, 2019;1:30 PM;-;631;1,721;5,051;-
Mar 23, 2019;1:45 PM;-;628;1,775;4,879;-
Mar 23, 2019;2:00 PM;71,523;623;1,830;4,685;44,041
Mar 23, 2019;2:15 PM;-;616;1,888;4,465;-
Mar 23, 2019;2:30 PM;-;609;1,946;4,234;-
Mar 23, 2019;2:45 PM;-;602;2,006;3,979;-
Mar 23, 2019;3:00 PM;67,366;595;2,061;3,703;43,605
Mar 23, 2019;3:15 PM;-;582;2,113;3,401;-
Mar 23, 2019;3:30 PM;-;571;2,162;3,075;-
Mar 23, 2019;3:45 PM;-;559;2,208;2,733;-
Mar 23, 2019;4:00 PM;62,264;546;2,245;2,378;43,879
Mar 23, 2019;4:15 PM;-;532;2,233;2,020;-
Mar 23, 2019;4:30 PM;-;517;2,222;1,658;-
Mar 23, 2019;4:45 PM;-;504;2,209;1,323;-
Mar 23, 2019;5:00 PM;57,438;489;2,194;1,002;44,594
Mar 23, 2019;5:15 PM;-;473;2,163;703;-
Mar 23, 2019;5:30 PM;-;459;2,129;453;-
Mar 23, 2019;5:45 PM;-;443;2,094;243;-
Mar 23, 2019;6:00 PM;56,265;427;2,063;113;46,352
Mar 23, 2019;6:15 PM;-;410;2,047;43;-
Mar 23, 2019;6:30 PM;-;394;2,029;5;-
Mar 23, 2019;6:45 PM;-;379;2,006;0;-
Mar 23, 2019;7:00 PM;58,006;364;1,986;0;48,809
Mar 23, 2019;7:15 PM;-;350;1,968;0;-
Mar 23, 2019;7:30 PM;-;337;1,946;0;-
Mar 23, 2019;7:45 PM;-;325;1,923;0;-
Mar 23, 2019;8:00 PM;56,030;313;1,901;0;47,336
Mar 23, 2019;8:15 PM;-;304;1,883;0;-
Mar 23, 2019;8:30 PM;-;296;1,864;0;-
Mar 23, 2019;8:45 PM;-;287;1,847;0;-
Mar 23, 2019;9:00 PM;52,685;279;1,828;0;44,450
Mar 23, 2019;9:15 PM;-;271;1,805;0;-
Mar 23, 2019;9:30 PM;-;262;1,781;0;-
Mar 23, 2019;9:45 PM;-;254;1,757;0;-
Mar 23, 2019;10:00 PM;51,614;246;1,725;0;43,990
Mar 23, 2019;10:15 PM;-;241;1,688;0;-
Mar 23, 2019;10:30 PM;-;235;1,650;0;-
Mar 23, 2019;10:45 PM;-;229;1,611;0;-
Mar 23, 2019;11:00 PM;49,064;224;1,571;0;42,133
Mar 23, 2019;11:15 PM;-;222;1,533;0;-
Mar 23, 2019;11:30 PM;-;218;1,494;0;-
Mar 23, 2019;11:45 PM;-;214;1,456;0;-
Mar 24, 2019;12:00 AM;46,906;170;1,255;0;41,432
Mar 24, 2019;12:15 AM;-;168;1,220;0;-
Mar 24, 2019;12:30 AM;-;165;1,185;0;-
Mar 24, 2019;12:45 AM;-;162;1,151;0;-
Mar 24, 2019;1:00 AM;45,194;160;1,118;0;40,288
Mar 24, 2019;1:15 AM;-;159;1,084;0;-
Mar 24, 2019;1:30 AM;-;157;1,052;0;-
Mar 24, 2019;1:45 AM;-;156;1,021;0;-
Mar 24, 2019;2:00 AM;43,956;155;981;0;39,604
Mar 24, 2019;2:15 AM;-;154;950;0;-
Mar 24, 2019;2:30 AM;-;153;920;0;-
Mar 24, 2019;2:45 AM;-;152;889;0;-
Mar 24, 2019;3:00 AM;43,541;150;858;0;39,689
Mar 24, 2019;3:15 AM;-;149;829;0;-
Mar 24, 2019;3:30 AM;-;148;800;0;-
Mar 24, 2019;3:45 AM;-;147;772;0;-
Mar 24, 2019;4:00 AM;43,466;146;743;0;40,091
Mar 24, 2019;4:15 AM;-;143;716;0;-
Mar 24, 2019;4:30 AM;-;142;688;0;-
Mar 24, 2019;4:45 AM;-;139;661;0;-
Mar 24, 2019;5:00 AM;43,138;137;633;0;40,230
Mar 24, 2019;5:15 AM;-;135;607;0;-
Mar 24, 2019;5:30 AM;-;134;579;0;-
Mar 24, 2019;5:45 AM;-;131;554;0;-
Mar 24, 2019;6:00 AM;43,339;131;531;6;40,374
Mar 24, 2019;6:15 AM;-;132;505;45;-
Mar 24, 2019;6:30 AM;-;133;479;131;-
Mar 24, 2019;6:45 AM;-;133;451;290;-
Mar 24, 2019;7:00 AM;47,415;135;422;491;41,931
Mar 24, 2019;7:15 AM;-;139;384;726;-
Mar 24, 2019;7:30 AM;-;144;346;986;-
Mar 24, 2019;7:45 AM;-;150;308;1,254;-
Mar 24, 2019;8:00 AM;53,445;155;267;1,537;43,984
Mar 24, 2019;8:15 AM;-;162;239;1,823;-
Mar 24, 2019;8:30 AM;-;168;211;2,121;-
Mar 24, 2019;8:45 AM;-;175;184;2,422;-
Mar 24, 2019;9:00 AM;59,396;181;161;2,715;45,584
Mar 24, 2019;9:15 AM;-;191;151;2,992;-
Mar 24, 2019;9:30 AM;-;198;143;3,251;-
Mar 24, 2019;9:45 AM;-;206;134;3,489;-
Mar 24, 2019;10:00 AM;63,706;216;127;3,705;46,224
Mar 24, 2019;10:15 AM;-;234;142;3,907;-
Mar 24, 2019;10:30 AM;-;252;155;4,080;-
Mar 24, 2019;10:45 AM;-;270;168;4,228;-
Mar 24, 2019;11:00 AM;67,550;290;188;4,352;47,377
Mar 24, 2019;11:15 AM;-;315;221;4,453;-
Mar 24, 2019;11:30 AM;-;340;254;4,530;-
Mar 24, 2019;11:45 AM;-;363;287;4,580;-
Mar 24, 2019;12:00 PM;68,747;390;325;4,604;47,090
Mar 24, 2019;12:15 PM;-;419;375;4,604;-
Mar 24, 2019;12:30 PM;-;450;423;4,580;-
Mar 24, 2019;12:45 PM;-;482;473;4,534;-
Mar 24, 2019;1:00 PM;65,573;511;525;4,465;43,561
Mar 24, 2019;1:15 PM;-;549;591;4,376;-
Mar 24, 2019;1:30 PM;-;585;659;4,267;-
Mar 24, 2019;1:45 PM;-;624;724;4,138;-
Mar 24, 2019;2:00 PM;61,576;661;789;3,987;40,206
Mar 24, 2019;2:15 PM;-;700;863;3,824;-
Mar 24, 2019;2:30 PM;-;740;935;3,642;-
Mar 24, 2019;2:45 PM;-;780;1,007;3,441;-
Mar 24, 2019;3:00 PM;58,762;816;1,079;3,219;39,122
Mar 24, 2019;3:15 PM;-;852;1,160;2,980;-
Mar 24, 2019;3:30 PM;-;889;1,241;2,719;-
Mar 24, 2019;3:45 PM;-;923;1,321;2,442;-
Mar 24, 2019;4:00 PM;55,965;947;1,388;2,148;39,383
Mar 24, 2019;4:15 PM;-;970;1,443;1,851;-
Mar 24, 2019;4:30 PM;-;993;1,496;1,545;-
Mar 24, 2019;4:45 PM;-;1,017;1,543;1,243;-
Mar 24, 2019;5:00 PM;54,823;1,041;1,583;947;41,652
Mar 24, 2019;5:15 PM;-;1,060;1,620;675;-
Mar 24, 2019;5:30 PM;-;1,080;1,656;447;-
Mar 24, 2019;5:45 PM;-;1,101;1,707;255;-
Mar 24, 2019;6:00 PM;56,824;1,124;1,760;124;44,590
Mar 24, 2019;6:15 PM;-;1,147;1,821;49;-
Mar 24, 2019;6:30 PM;-;1,170;1,883;8;-
Mar 24, 2019;6:45 PM;-;1,195;1,954;0;-
Mar 24, 2019;7:00 PM;60,347;1,218;2,031;0;46,749
Mar 24, 2019;7:15 PM;-;1,238;2,114;0;-
Mar 24, 2019;7:30 PM;-;1,258;2,197;0;-
Mar 24, 2019;7:45 PM;-;1,271;2,272;0;-
Mar 24, 2019;8:00 PM;60,564;1,248;2,344;0;45,612
Mar 24, 2019;8:15 PM;-;1,260;2,430;0;-
Mar 24, 2019;8:30 PM;-;1,270;2,515;0;-
Mar 24, 2019;8:45 PM;-;1,282;2,604;0;-
Mar 24, 2019;9:00 PM;60,838;1,291;2,697;0;44,263
Mar 24, 2019;9:15 PM;-;1,298;2,793;0;-
Mar 24, 2019;9:30 PM;-;1,306;2,889;0;-
Mar 24, 2019;9:45 PM;-;1,313;2,989;0;-
Mar 24, 2019;10:00 PM;62,343;1,317;3,053;0;44,301
Mar 24, 2019;10:15 PM;-;1,311;3,153;0;-
Mar 24, 2019;10:30 PM;-;1,305;3,252;0;-
Mar 24, 2019;10:45 PM;-;1,299;3,354;0;-
Mar 24, 2019;11:00 PM;62,860;1,294;3,456;0;43,338
Mar 24, 2019;11:15 PM;-;1,289;3,555;0;-
Mar 24, 2019;11:30 PM;-;1,286;3,653;0;-
Mar 24, 2019;11:45 PM;-;1,244;3,745;0;-
Mar 25, 2019;12:00 AM;59,423;1,250;3,883;0;38,246
Mar 25, 2019;12:15 AM;-;1,249;3,997;0;-
Mar 25, 2019;12:30 AM;-;1,248;4,108;0;-
Mar 25, 2019;12:45 AM;-;1,233;4,211;0;-
Mar 25, 2019;1:00 AM;58,742;1,234;4,301;0;36,332
Mar 25, 2019;1:15 AM;-;1,237;4,343;0;-
Mar 25, 2019;1:30 AM;-;1,240;4,386;0;-
Mar 25, 2019;1:45 AM;-;1,243;4,427;0;-
Mar 25, 2019;2:00 AM;59,572;1,246;4,473;0;36,291
Mar 25, 2019;2:15 AM;-;1,247;4,539;0;-
Mar 25, 2019;2:30 AM;-;1,247;4,608;0;-
Mar 25, 2019;2:45 AM;-;1,249;4,675;0;-
Mar 25, 2019;3:00 AM;59,979;1,250;4,743;0;35,573
Mar 25, 2019;3:15 AM;-;1,250;4,815;0;-
Mar 25, 2019;3:30 AM;-;1,248;4,889;0;-
Mar 25, 2019;3:45 AM;-;1,251;4,962;0;-
Mar 25, 2019;4:00 AM;62,165;1,253;5,030;0;36,694
Mar 25, 2019;4:15 AM;-;1,252;5,088;0;-
Mar 25, 2019;4:30 AM;-;1,253;5,143;0;-
Mar 25, 2019;4:45 AM;-;1,254;5,200;0;-
Mar 25, 2019;5:00 AM;67,644;1,253;5,259;0;41,396
Mar 25, 2019;5:15 AM;-;1,246;5,300;0;-
Mar 25, 2019;5:30 AM;-;1,239;5,341;0;-
Mar 25, 2019;5:45 AM;-;1,236;5,375;0;-
Mar 25, 2019;6:00 AM;73,939;1,234;5,485;6;46,415
Mar 25, 2019;6:15 AM;-;1,236;5,526;39;-
Mar 25, 2019;6:30 AM;-;1,238;5,569;110;-
Mar 25, 2019;6:45 AM;-;1,238;5,609;235;-
Mar 25, 2019;7:00 AM;81,393;1,237;5,647;396;50,885
Mar 25, 2019;7:15 AM;-;1,238;5,673;589;-
Mar 25, 2019;7:30 AM;-;1,239;5,701;801;-
Mar 25, 2019;7:45 AM;-;1,240;5,732;1,015;-
Mar 25, 2019;8:00 AM;87,230;1,240;5,761;1,239;52,552
Mar 25, 2019;8:15 AM;-;1,234;5,824;1,466;-
Mar 25, 2019;8:30 AM;-;1,229;5,889;1,698;-
Mar 25, 2019;8:45 AM;-;1,223;5,948;1,927;-
Mar 25, 2019;9:00 AM;90,643;1,217;6,002;2,147;51,774
Mar 25, 2019;9:15 AM;-;1,210;6,039;2,361;-
Mar 25, 2019;9:30 AM;-;1,202;6,075;2,562;-
Mar 25, 2019;9:45 AM;-;1,195;6,113;2,746;-
Mar 25, 2019;10:00 AM;93,583;1,188;6,147;2,918;51,731
Mar 25, 2019;10:15 AM;-;1,183;6,172;3,054;-
Mar 25, 2019;10:30 AM;-;1,178;6,199;3,162;-
Mar 25, 2019;10:45 AM;-;1,173;6,220;3,259;-
Mar 25, 2019;11:00 AM;95,638;1,167;6,233;3,351;52,408
Mar 25, 2019;11:15 AM;-;1,163;6,226;3,408;-
Mar 25, 2019;11:30 AM;-;1,159;6,220;3,451;-
Mar 25, 2019;11:45 AM;-;1,154;6,218;3,481;-
Mar 25, 2019;12:00 PM;95,804;1,151;6,211;3,495;52,279
Mar 25, 2019;12:15 PM;-;1,151;6,224;3,510;-
Mar 25, 2019;12:30 PM;-;1,151;6,239;3,508;-
Mar 25, 2019;12:45 PM;-;1,150;6,253;3,481;-
Mar 25, 2019;1:00 PM;95,391;1,149;6,273;3,442;52,218
Mar 25, 2019;1:15 PM;-;1,144;6,288;3,399;-
Mar 25, 2019;1:30 PM;-;1,139;6,304;3,332;-
Mar 25, 2019;1:45 PM;-;1,136;6,317;3,252;-
Mar 25, 2019;2:00 PM;91,817;1,134;6,323;3,170;50,101
Mar 25, 2019;2:15 PM;-;1,130;6,319;3,062;-
Mar 25, 2019;2:30 PM;-;1,125;6,315;2,927;-
Mar 25, 2019;2:45 PM;-;1,122;6,309;2,783;-
Mar 25, 2019;3:00 PM;88,526;1,117;6,295;2,626;49,609
Mar 25, 2019;3:15 PM;-;1,112;6,274;2,458;-
Mar 25, 2019;3:30 PM;-;1,107;6,254;2,269;-
Mar 25, 2019;3:45 PM;-;1,101;6,230;2,075;-
Mar 25, 2019;4:00 PM;83,539;1,095;6,193;1,860;49,124
Mar 25, 2019;4:15 PM;-;1,091;6,072;1,628;-
Mar 25, 2019;4:30 PM;-;1,086;5,949;1,389;-
Mar 25, 2019;4:45 PM;-;1,084;5,824;1,145;-
Mar 25, 2019;5:00 PM;78,407;1,086;5,695;898;49,995
Mar 25, 2019;5:15 PM;-;1,082;5,537;654;-
Mar 25, 2019;5:30 PM;-;1,087;5,377;441;-
Mar 25, 2019;5:45 PM;-;1,083;5,222;251;-
Mar 25, 2019;6:00 PM;75,553;1,078;5,072;124;51,231
Mar 25, 2019;6:15 PM;-;1,109;4,985;50;-
Mar 25, 2019;6:30 PM;-;1,104;4,890;9;-
Mar 25, 2019;6:45 PM;-;1,100;4,802;1;-
Mar 25, 2019;7:00 PM;74,609;1,093;4,727;0;51,725
Mar 25, 2019;7:15 PM;-;1,089;4,665;0;-
Mar 25, 2019;7:30 PM;-;1,086;4,604;0;-
Mar 25, 2019;7:45 PM;-;1,083;4,538;0;-
Mar 25, 2019;8:00 PM;72,243;1,082;4,473;0;50,464
Mar 25, 2019;8:15 PM;-;1,079;4,403;0;-
Mar 25, 2019;8:30 PM;-;1,077;4,331;0;-
Mar 25, 2019;8:45 PM;-;1,074;4,261;0;-
Mar 25, 2019;9:00 PM;69,968;1,068;4,195;0;49,365
Mar 25, 2019;9:15 PM;-;1,060;4,129;0;-
Mar 25, 2019;9:30 PM;-;1,051;4,062;0;-
Mar 25, 2019;9:45 PM;-;1,043;3,996;0;-
Mar 25, 2019;10:00 PM;66,772;1,036;3,893;0;47,407
Mar 25, 2019;10:15 PM;-;1,034;3,834;0;-
Mar 25, 2019;10:30 PM;-;1,030;3,777;0;-
Mar 25, 2019;10:45 PM;-;1,046;3,717;0;-
Mar 25, 2019;11:00 PM;63,922;1,042;3,660;0;45,417
Mar 25, 2019;11:15 PM;-;1,041;3,611;0;-
Mar 25, 2019;11:30 PM;-;1,037;3,560;0;-
Mar 25, 2019;11:45 PM;-;1,036;3,519;0;-
Mar 26, 2019;12:00 AM;59,720;965;3,024;0;43,946
Mar 26, 2019;12:15 AM;-;955;3,004;0;-
Mar 26, 2019;12:30 AM;-;943;2,984;0;-
Mar 26, 2019;12:45 AM;-;932;2,969;0;-
Mar 26, 2019;1:00 AM;57,922;919;2,952;0;42,444
Mar 26, 2019;1:15 AM;-;932;2,938;0;-
Mar 26, 2019;1:30 AM;-;946;2,924;0;-
Mar 26, 2019;1:45 AM;-;960;2,909;0;-
Mar 26, 2019;2:00 AM;56,752;977;2,903;0;41,006
Mar 26, 2019;2:15 AM;-;1,001;2,916;0;-
Mar 26, 2019;2:30 AM;-;1,025;2,929;0;-
Mar 26, 2019;2:45 AM;-;1,051;2,947;0;-
Mar 26, 2019;3:00 AM;57,502;1,078;2,965;0;40,918
Mar 26, 2019;3:15 AM;-;1,105;3,008;0;-
Mar 26, 2019;3:30 AM;-;1,131;3,050;0;-
Mar 26, 2019;3:45 AM;-;1,157;3,092;0;-
Mar 26, 2019;4:00 AM;59,451;1,184;3,133;0;41,744
Mar 26, 2019;4:15 AM;-;1,200;3,189;0;-
Mar 26, 2019;4:30 AM;-;1,217;3,246;0;-
Mar 26, 2019;4:45 AM;-;1,236;3,303;0;-
Mar 26, 2019;5:00 AM;62,461;1,253;3,358;0;43,753
Mar 26, 2019;5:15 AM;-;1,259;3,406;0;-
Mar 26, 2019;5:30 AM;-;1,231;3,457;0;-
Mar 26, 2019;5:45 AM;-;1,238;3,508;0;-
Mar 26, 2019;6:00 AM;66,886;1,245;3,598;8;46,839
Mar 26, 2019;6:15 AM;-;1,247;3,647;42;-
Mar 26, 2019;6:30 AM;-;1,248;3,698;103;-
Mar 26, 2019;6:45 AM;-;1,250;3,743;220;-
Mar 26, 2019;7:00 AM;72,896;1,248;3,792;368;49,900
Mar 26, 2019;7:15 AM;-;1,245;3,847;533;-
Mar 26, 2019;7:30 AM;-;1,242;3,902;713;-
Mar 26, 2019;7:45 AM;-;1,238;3,971;899;-
Mar 26, 2019;8:00 AM;79,583;1,234;4,033;1,099;52,645
Mar 26, 2019;8:15 AM;-;1,218;4,094;1,293;-
Mar 26, 2019;8:30 AM;-;1,210;4,157;1,492;-
Mar 26, 2019;8:45 AM;-;1,204;4,222;1,684;-
Mar 26, 2019;9:00 AM;84,837;1,197;4,280;1,867;53,930
Mar 26, 2019;9:15 AM;-;1,190;4,381;2,039;-
Mar 26, 2019;9:30 AM;-;1,184;4,479;2,198;-
Mar 26, 2019;9:45 AM;-;1,176;4,571;2,344;-
Mar 26, 2019;10:00 AM;87,259;1,169;4,648;2,483;53,159
Mar 26, 2019;10:15 AM;-;1,147;4,721;2,609;-
Mar 26, 2019;10:30 AM;-;1,128;4,792;2,703;-
Mar 26, 2019;10:45 AM;-;1,106;4,818;2,777;-
Mar 26, 2019;11:00 AM;88,746;1,082;4,845;2,839;53,490
Mar 26, 2019;11:15 AM;-;1,069;4,864;2,881;-
Mar 26, 2019;11:30 AM;-;1,041;4,885;2,903;-
Mar 26, 2019;11:45 AM;-;1,022;4,910;2,915;-
Mar 26, 2019;12:00 PM;88,568;996;4,925;2,919;53,388
Mar 26, 2019;12:15 PM;-;972;4,942;2,907;-
Mar 26, 2019;12:30 PM;-;948;4,959;2,879;-
Mar 26, 2019;12:45 PM;-;925;4,970;2,839;-
Mar 26, 2019;1:00 PM;86,374;904;4,978;2,788;52,161
Mar 26, 2019;1:15 PM;-;903;4,974;2,728;-
Mar 26, 2019;1:30 PM;-;902;4,970;2,649;-
Mar 26, 2019;1:45 PM;-;901;4,959;2,557;-
Mar 26, 2019;2:00 PM;83,142;903;4,944;2,458;50,812
Mar 26, 2019;2:15 PM;-;902;4,904;2,364;-
Mar 26, 2019;2:30 PM;-;900;4,864;2,250;-
Mar 26, 2019;2:45 PM;-;898;4,823;2,123;-
Mar 26, 2019;3:00 PM;79,218;894;4,776;1,981;49,974
Mar 26, 2019;3:15 PM;-;887;4,717;1,829;-
Mar 26, 2019;3:30 PM;-;879;4,658;1,664;-
Mar 26, 2019;3:45 PM;-;871;4,598;1,493;-
Mar 26, 2019;4:00 PM;74,877;865;4,531;1,320;49,899
Mar 26, 2019;4:15 PM;-;851;4,407;1,145;-
Mar 26, 2019;4:30 PM;-;838;4,281;969;-
Mar 26, 2019;4:45 PM;-;824;4,159;791;-
Mar 26, 2019;5:00 PM;70,066;810;4,021;616;50,244
